date,time,entidad,compra,venta
2026-03-19,2026-03-19T13:09:23Z,SCT,59,
2026-03-19,2026-03-19T13:09:23Z,Asociación Romana,57.75,
2026-03-19,2026-03-19T13:09:23Z,Cambio Extranjero,58.5,59.75
2026-03-19,2026-03-19T13:09:23Z,Capla,58.1,59.8
2026-03-19,2026-03-19T13:09:23Z,Moneycorps,58.25,59.8
2026-03-19,2026-03-19T13:09:23Z,Gamelin,58,59.9
2026-03-19,2026-03-19T13:09:23Z,RM,58.2,60
2026-03-19,2026-03-19T13:09:23Z,Asociación Cibao de Ahorros y Préstamos,57.5,60
2026-03-19,2026-03-19T13:09:23Z,Asociación Duarte,57.5,60
2026-03-19,2026-03-19T13:09:23Z,Banco Caribe,57.75,60
2026-03-19,2026-03-19T13:09:23Z,Banreservas,57.75,60.25
2026-03-19,2026-03-19T13:09:23Z,Motor Crédito,58.349999999999994,60.449999999999996
2026-03-19,2026-03-19T13:09:23Z,Panora Exchange,58.5,60.5
2026-03-19,2026-03-19T13:09:23Z,Banco BHD,57.7,60.5
2026-03-19,2026-03-19T13:09:23Z,Banco Lafise,57.5,60.5
2026-03-19,2026-03-19T13:09:23Z,Banesco,57.849999999999994,60.5
2026-03-19,2026-03-19T13:09:23Z,Abonap,57.61,60.53
2026-03-19,2026-03-19T13:09:23Z,Bonanza Banco,58,60.7
2026-03-19,2026-03-19T13:09:23Z,Banco Unión,57.4,60.7
2026-03-19,2026-03-19T13:09:23Z,Asociación La Nacional de Ahorros y Préstamos,57.5,60.9
2026-03-19,2026-03-19T13:09:23Z,Taveras,58.5,60.9
2026-03-19,2026-03-19T13:09:23Z,Asociación Peravia de Ahorros y Préstamos,58,60.9
2026-03-19,2026-03-19T13:09:23Z,Asociación Popular de Ahorros y Préstamos,57.5,61
