date,time,entidad,compra,venta
2026-03-27,2026-03-27T13:11:07Z,Asociación Romana,58.6,
2026-03-27,2026-03-27T13:11:07Z,Cambio Extranjero,59.5,60.7
2026-03-27,2026-03-27T13:11:07Z,Moneycorps,59.6,60.75
2026-03-27,2026-03-27T13:11:07Z,Gamelin,58.6,60.9
2026-03-27,2026-03-27T13:11:07Z,Asociación La Nacional de Ahorros y Préstamos,57.5,61
2026-03-27,2026-03-27T13:11:07Z,SCT,59.1,61
2026-03-27,2026-03-27T13:11:07Z,Banco Caribe,58.25,61
2026-03-27,2026-03-27T13:11:07Z,Motor Crédito,58.6,61
2026-03-27,2026-03-27T13:11:07Z,RM,59.5,61.2
2026-03-27,2026-03-27T13:11:07Z,Asociación Cibao de Ahorros y Préstamos,57.75,61.25
2026-03-27,2026-03-27T13:11:07Z,Banco BHD,57.75,61.25
2026-03-27,2026-03-27T13:11:07Z,Banco Unión,58.5,61.25
2026-03-27,2026-03-27T13:11:07Z,Asociación Peravia de Ahorros y Préstamos,57.5,61.25
2026-03-27,2026-03-27T13:11:07Z,Banesco,57.7,61.25
2026-03-27,2026-03-27T13:11:07Z,Asociación Duarte,57.75,61.25
2026-03-27,2026-03-27T13:11:07Z,Abonap,57.849999999999994,61.260000000000005
2026-03-27,2026-03-27T13:11:07Z,Bonanza Banco,58,61.349999999999994
2026-03-27,2026-03-27T13:11:07Z,Banreservas,58.9,61.4
2026-03-27,2026-03-27T13:11:07Z,Capla,59.9,61.5
2026-03-27,2026-03-27T13:11:07Z,Panora Exchange,59.6,61.5
2026-03-27,2026-03-27T13:11:07Z,Banco Lafise,58,61.5
2026-03-27,2026-03-27T13:11:07Z,Asociación Popular de Ahorros y Préstamos,57,61.5
2026-03-27,2026-03-27T13:11:07Z,Taveras,60.1,61.9
