date,time,entidad,compra,venta
2026-06-29,2026-06-29T20:50:14Z,Cambio Extranjero,59.1,
2026-06-29,2026-06-29T20:50:14Z,Asociación Romana,57.65,
2026-06-29,2026-06-29T20:50:14Z,Moneycorps,59.2,59.949999999999996
2026-06-29,2026-06-29T20:50:14Z,Panora Exchange,59,60
2026-06-29,2026-06-29T20:50:14Z,Abonap,57.01,60.14
2026-06-29,2026-06-29T20:50:14Z,Gamelin,59,60.2
2026-06-29,2026-06-29T20:50:14Z,SCT,59,60.3
2026-06-29,2026-06-29T20:50:14Z,Taveras,59.5,60.5
2026-06-29,2026-06-29T20:50:14Z,RM,59.5,60.5
2026-06-29,2026-06-29T20:50:14Z,Bonanza Banco,58.75,60.5
2026-06-29,2026-06-29T20:50:14Z,Motor Crédito,59.25,60.55
2026-06-29,2026-06-29T20:50:14Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.75
2026-06-29,2026-06-29T20:50:14Z,Banreservas,57.75,60.75
2026-06-29,2026-06-29T20:50:14Z,Banco Caribe,58.25,60.75
2026-06-29,2026-06-29T20:50:14Z,Banco Lafise,57.8,60.8
2026-06-29,2026-06-29T20:50:14Z,Asociación La Nacional de Ahorros y Préstamos,58.25,60.8
2026-06-29,2026-06-29T20:50:14Z,Asociación Popular de Ahorros y Préstamos,58,60.8
2026-06-29,2026-06-29T20:50:14Z,Banesco,57.5,60.849999999999994
2026-06-29,2026-06-29T20:50:14Z,Banco BHD,57.05,60.9
2026-06-29,2026-06-29T20:50:14Z,Banco Unión,58.5,60.9
2026-06-29,2026-06-29T20:50:14Z,Asociación Peravia de Ahorros y Préstamos,56.949999999999996,60.9
